Month,Scenario,Beginning Customers,ARPA Monthly,Beginning ARR,Generated Pipeline Customers,Closed Won Customers,Recognized New Logo Customers,New Logo ARR,Voluntary Churn Customers,Involuntary Churn Customers,Gross Logo Churn Customers,Churned ARR,Reactivated Customers,Reactivated ARR,Renewals,Retained ARR After Churn,Gross Expansion ARR,Contraction ARR,Top Customer Shock ARR,Ending Customers,Ending ARR,Ending MRR,Retention Rate,Net Revenue Churn Rate,NRR,ACV,TCV,Subscription Bookings,Gross Margin,CAC per New Customer,Total CAC Spend,CAC Payback Months,Rule of 40 Proxy,Acquisition Rate,Bridge Check
1,base,166.67,1004.07,2000000.0,1.27,0.0,0.0,0.0,1.34,0.24,1.58,18983.13,0.0,0.0,165.09,1981016.87,33677.29,15848.13,0.0,165.09,1998846.02,166570.5,0.9905,0.0006,0.9994,12048.89,18073.33,0.0,0.78,16266.0,0.0,20.77,0.6731,0.0076,0.0
2,base,165.09,1008.16,1998846.02,1.32,0.0,0.0,0.0,1.36,0.24,1.6,19351.14,0.09,1068.82,163.49,1979494.88,34324.44,15835.96,0.0,163.58,1999052.18,166587.68,0.9903,-0.0001,1.0001,12097.98,18146.97,0.0,0.78,16332.27,0.0,20.77,0.6812,0.008,0.0
3,base,163.58,1012.27,1999052.18,1.35,1.27,0.0,0.0,1.37,0.24,1.61,19606.4,0.13,1608.31,161.97,1979445.77,34816.27,15835.57,0.0,162.1,2000034.79,166669.57,0.9901,-0.0005,1.0005,12147.27,18220.9,0.0,0.78,16398.81,0.0,20.77,0.6859,0.0083,0.0
4,base,162.1,1016.4,2000034.79,1.37,1.32,1.27,15497.85,1.37,0.24,1.61,19649.98,0.17,2060.48,160.49,1980384.81,35013.2,15843.08,0.0,161.93,2017113.26,168092.77,0.9901,-0.0008,1.0008,12196.76,18295.13,15497.85,0.7801,16465.62,20922.09,20.77,0.7826,0.0084,0.0
5,base,161.93,1020.54,2017113.26,1.35,1.35,1.32,16156.72,1.37,0.24,1.61,19716.58,0.18,2247.91,160.32,1997396.68,35132.01,15979.17,0.0,161.82,2034954.15,169579.51,0.9901,-0.0008,1.0008,12246.45,18369.67,16156.72,0.7802,16532.7,21811.58,20.76,0.7863,0.0083,0.0
6,base,161.82,1024.7,2034954.15,2.91,1.37,1.35,16650.53,1.35,0.24,1.59,19572.49,0.2,2407.99,160.23,2015381.65,34946.72,16123.05,0.0,161.78,2053263.84,171105.32,0.9902,-0.0008,1.0008,12296.34,18444.51,16650.53,0.7803,16600.06,22478.21,20.76,0.7882,0.0081,0.0
7,base,161.78,1028.87,2053263.84,1.26,1.35,1.37,16855.07,1.33,0.23,1.56,19303.5,0.21,2546.62,160.21,2033960.34,34577.33,16271.68,0.0,161.79,2071667.67,172638.97,0.9903,-0.0008,1.0008,12346.44,18519.66,16855.07,0.7804,16667.69,22754.35,20.76,0.7879,0.0078,0.0
8,base,161.79,1033.06,2071667.67,1.21,2.91,1.35,16752.1,1.3,0.23,1.54,19031.28,0.21,2646.57,160.25,2052636.39,34196.92,16421.09,0.0,161.82,2089810.89,174150.91,0.9905,-0.0007,1.0007,12396.74,18595.11,16752.1,0.7804,16735.6,22615.33,20.76,0.7855,0.0075,0.0
9,base,161.82,1037.27,2089810.89,1.18,1.26,2.91,36273.05,1.29,0.23,1.52,18881.81,0.22,2737.74,160.3,2070929.08,33986.23,16567.43,0.0,163.43,2127358.66,177279.89,0.9906,-0.0006,1.0006,12447.24,18670.87,36273.05,0.7806,16803.78,48968.61,20.75,0.8962,0.0073,0.0
10,base,163.43,1041.5,2127358.66,1.16,1.21,1.26,15791.54,1.31,0.23,1.54,19258.59,0.23,2830.77,161.89,2108100.07,34404.19,16864.8,0.0,163.38,2144261.78,178688.48,0.9906,-0.0005,1.0005,12497.96,18746.93,15791.54,0.7807,16872.24,21318.59,20.75,0.7761,0.0071,0.0
11,base,163.38,1045.74,2144261.78,1.18,1.18,1.21,15221.8,1.33,0.23,1.56,19580.15,0.23,2906.3,161.82,2124681.64,34868.37,16997.45,0.0,163.27,2160680.65,180056.72,0.9904,-0.0006,1.0006,12548.87,18823.31,15221.8,0.7808,16940.98,20549.43,20.75,0.7727,0.0072,0.0
12,base,163.27,1050.0,2160680.65,2.82,1.16,1.18,14818.2,1.35,0.24,1.59,20063.52,0.24,2992.77,161.67,2140617.13,35662.68,17124.94,0.0,163.09,2176965.85,181413.82,0.9902,-0.0007,1.0007,12600.0,18900.0,14818.2,0.7809,17010.0,20004.57,20.75,0.7713,0.0074,0.0
13,base,163.09,1054.28,2176965.85,1.27,1.18,1.16,14736.95,1.39,0.25,1.63,20675.73,0.24,3097.35,161.45,2156290.12,36656.93,17250.32,0.0,162.86,2193531.03,182794.25,0.99,-0.0008,1.0008,12651.33,18977.0,14736.95,0.781,17079.3,19894.88,20.74,0.7723,0.0078,0.0
14,base,162.86,1058.57,2193531.03,1.32,2.82,1.18,14968.46,1.42,0.25,1.68,21284.31,0.25,3152.68,161.19,2172246.73,37666.76,17377.97,0.0,162.61,2210656.66,184221.39,0.9897,-0.001,1.001,12702.88,19054.32,14968.46,0.7811,17148.88,20207.42,20.74,0.7747,0.0081,0.0
15,base,162.61,1062.89,2210656.66,1.35,1.27,2.82,35907.54,1.45,0.26,1.71,21755.14,0.25,3216.43,160.91,2188901.51,38500.36,17511.21,0.0,163.98,2249014.64,187417.89,0.9895,-0.0011,1.0011,12754.63,19131.95,35907.54,0.7812,17218.75,48475.18,20.74,0.8895,0.0083,0.0
16,base,163.98,1067.22,2249014.64,1.37,1.32,1.27,16208.24,1.48,0.26,1.74,22340.69,0.26,3278.72,162.23,2226673.95,39367.6,17813.39,0.0,163.75,2267715.11,188976.26,0.9894,-0.0011,1.0011,12806.59,19209.89,16208.24,0.7813,17288.9,21881.12,20.73,0.7811,0.0083,0.0
17,base,163.75,1071.56,2267715.11,1.35,1.35,1.32,16920.58,1.47,0.26,1.73,22207.64,0.26,3348.4,162.03,2245507.48,39496.0,17964.06,0.0,163.6,2287308.4,190609.03,0.9895,-0.0012,1.0012,12858.77,19288.15,16920.58,0.7814,17359.34,22842.78,20.73,0.7851,0.0083,0.0
18,base,163.6,1075.93,2287308.4,2.92,1.37,1.35,17462.47,1.44,0.25,1.7,21906.37,0.26,3382.17,161.91,2265402.03,39282.07,18123.22,0.0,163.52,2307405.52,192283.79,0.9896,-0.0012,1.0012,12911.16,19366.74,17462.47,0.7815,17430.06,23574.34,20.73,0.787,0.0081,0.0
19,base,163.52,1080.31,2307405.52,1.27,1.35,1.37,17738.49,1.41,0.25,1.66,21472.08,0.26,3392.8,161.86,2285933.44,38860.87,18287.47,0.0,163.49,2327638.13,193969.84,0.9899,-0.0011,1.0011,12963.76,19445.64,17738.49,0.7816,17501.08,23946.97,20.73,0.7869,0.0077,0.0
20,base,163.49,1084.71,2327638.13,1.22,2.92,1.35,17629.4,1.37,0.24,1.62,21042.26,0.26,3378.65,161.88,2306595.87,38427.89,18452.77,0.0,163.49,2347579.05,195631.59,0.9901,-0.001,1.001,13016.58,19524.86,17629.4,0.7817,17572.38,23799.7,20.72,0.7845,0.0074,0.0
21,base,163.49,1089.13,2347579.05,1.18,1.27,2.92,38124.78,1.35,0.24,1.59,20753.74,0.26,3354.46,161.9,2326825.31,38185.77,18614.6,0.0,165.08,2387875.71,198989.64,0.9903,-0.0009,1.0009,13069.61,19604.41,38124.78,0.7819,17643.97,51468.46,20.72,0.8879,0.0072,0.0
22,base,165.08,1093.57,2387875.71,1.17,1.22,1.27,16617.16,1.36,0.24,1.6,21034.0,0.25,3331.19,163.47,2366841.71,38626.86,18934.73,0.0,164.99,2406482.19,200540.18,0.9903,-0.0008,1.0008,13122.85,19684.28,16617.16,0.782,17715.85,22433.17,20.72,0.7755,0.0071,0.0
23,base,164.99,1098.03,2406482.19,1.18,1.18,1.22,16016.97,1.36,0.24,1.6,21146.19,0.25,3336.81,163.39,2385336.0,39145.99,19082.69,0.0,164.86,2424753.08,202062.76,0.9903,-0.0009,1.0009,13176.32,19764.48,16016.97,0.7821,17788.03,21622.91,20.71,0.7732,0.0072,0.0
24,base,164.86,1102.5,2424753.08,2.82,1.17,1.18,15591.63,1.39,0.25,1.63,21624.92,0.25,3346.05,163.22,2403128.17,40036.12,19225.03,0.0,164.65,2442876.94,203573.08,0.9901,-0.001,1.001,13230.0,19845.0,15591.63,0.7822,17860.5,21048.7,20.71,0.7719,0.0074,0.0
